@RELATION gaborfractal

@ATTRIBUTE a1 REAL
@ATTRIBUTE a2 REAL
@ATTRIBUTE a3 REAL
@ATTRIBUTE a4 REAL
@ATTRIBUTE a5 REAL
@ATTRIBUTE a6 REAL
@ATTRIBUTE a7 REAL
@ATTRIBUTE a8 REAL
@ATTRIBUTE a9 REAL
@ATTRIBUTE a10 REAL
@ATTRIBUTE a11 REAL
@ATTRIBUTE a12 REAL
@ATTRIBUTE a13 REAL
@ATTRIBUTE a14 REAL
@ATTRIBUTE a15 REAL
@ATTRIBUTE a16 REAL
@ATTRIBUTE a17 REAL
@ATTRIBUTE a18 REAL
@ATTRIBUTE a19 REAL
@ATTRIBUTE a20 REAL
@ATTRIBUTE a21 REAL
@ATTRIBUTE a22 REAL
@ATTRIBUTE a23 REAL
@ATTRIBUTE a24 REAL
@ATTRIBUTE a25 REAL
@ATTRIBUTE a26 REAL
@ATTRIBUTE a27 REAL
@ATTRIBUTE a28 REAL
@ATTRIBUTE a29 REAL
@ATTRIBUTE a30 REAL
@ATTRIBUTE a31 REAL
@ATTRIBUTE a32 REAL
@ATTRIBUTE a33 REAL
@ATTRIBUTE a34 REAL
@ATTRIBUTE a35 REAL
@ATTRIBUTE a36 REAL
@ATTRIBUTE a37 REAL
@ATTRIBUTE a38 REAL
@ATTRIBUTE a39 REAL
@ATTRIBUTE a40 REAL
@ATTRIBUTE a41 REAL
@ATTRIBUTE a42 REAL
@ATTRIBUTE a43 REAL
@ATTRIBUTE a44 REAL
@ATTRIBUTE a45 REAL
@ATTRIBUTE a46 REAL
@ATTRIBUTE a47 REAL
@ATTRIBUTE a48 REAL
@ATTRIBUTE a49 REAL
@ATTRIBUTE a50 REAL
@ATTRIBUTE a51 REAL
@ATTRIBUTE a52 REAL
@ATTRIBUTE a53 REAL
@ATTRIBUTE a54 REAL
@ATTRIBUTE a55 REAL
@ATTRIBUTE a56 REAL
@ATTRIBUTE a57 REAL
@ATTRIBUTE a58 REAL
@ATTRIBUTE a59 REAL
@ATTRIBUTE a60 REAL
@ATTRIBUTE a61 REAL
@ATTRIBUTE a62 REAL
@ATTRIBUTE a63 REAL
@ATTRIBUTE a64 REAL
@ATTRIBUTE a65 REAL
@ATTRIBUTE a66 REAL
@ATTRIBUTE a67 REAL
@ATTRIBUTE a68 REAL
@ATTRIBUTE a69 REAL
@ATTRIBUTE a70 REAL
@ATTRIBUTE a71 REAL
@ATTRIBUTE a72 REAL
@ATTRIBUTE a73 REAL
@ATTRIBUTE a74 REAL
@ATTRIBUTE a75 REAL
@ATTRIBUTE a76 REAL
@ATTRIBUTE a77 REAL
@ATTRIBUTE a78 REAL
@ATTRIBUTE a79 REAL
@ATTRIBUTE a80 REAL
@ATTRIBUTE a81 REAL
@ATTRIBUTE a82 REAL
@ATTRIBUTE a83 REAL
@ATTRIBUTE a84 REAL
@ATTRIBUTE a85 REAL
@ATTRIBUTE a86 REAL
@ATTRIBUTE a87 REAL
@ATTRIBUTE a88 REAL
@ATTRIBUTE a89 REAL
@ATTRIBUTE a90 REAL
@ATTRIBUTE a91 REAL
@ATTRIBUTE a92 REAL
@ATTRIBUTE a93 REAL
@ATTRIBUTE a94 REAL
@ATTRIBUTE a95 REAL
@ATTRIBUTE a96 REAL
@ATTRIBUTE a97 REAL
@ATTRIBUTE a98 REAL
@ATTRIBUTE a99 REAL
@ATTRIBUTE a100 REAL
@ATTRIBUTE a101 REAL
@ATTRIBUTE a102 REAL
@ATTRIBUTE a103 REAL
@ATTRIBUTE a104 REAL
@ATTRIBUTE a105 REAL
@ATTRIBUTE class {1,2,3,4,5}

@DATA
126.60143025, 91.6257395104, 104.055418153, 89.143699663, 73.2723727418, 59.2352523342, 47.4806945245, 41.1040443105, 44.8782380005, 95.8850344566, 99.0352479894, 121.556443519, 124.669746671, 123.299551437, 134.563232681, 142.439199579, 134.931728864, 107.881436982, 128.582057965, 51.3239135383, 45.3318130782, 46.5666623267, 61.6446267328, 87.1727269369, 113.918262901, 133.410446968, 110.63257643, 157.678149228, 102.406873215, 84.1310592033, 72.539791377, 73.0644179984, 71.3337557769, 64.7264771448, 69.8716612299, 84.3772560144, 121.630648238, 112.00410432, 119.568313306, 122.045606207, 131.020011015, 136.509516158, 131.612630255, 130.866094781, 123.847129527, 162.909977354, 86.438540148, 66.6419747625, 65.1591855221, 72.7904465351, 82.8071038993, 93.7129404922, 109.578074266, 120.943234608, 172.427728135, 97.8377940424, 65.6405572161, 57.468833093, 70.2621442793, 72.2896065102, 78.4997263915, 95.9159104624, 113.985989034, 114.370203273, 101.861113333, 111.75348544, 124.695698412, 142.851127876, 138.170301352, 125.607741131, 119.253000937, 110.777356123, 174.907886394, 114.869147322, 95.413612281, 84.841833117, 83.6201723313, 78.8187441763, 66.7628477117, 68.0769867956, 96.0806488616, 4.74897898783e-14, 31.9490419332, -3.00204305859e-13, 61.4824976224, -9.76441150158e-14, 88.3400552019, 1.85892967686e-14, 55.739895771, 1.78482228996e-13, 104.630164705, 1.37112543541e-14, 147.588617985, 5.45352608558e-14, 97.7928008495, -8.95650741073e-14, 192.031345198, -2.53287625249e-13, 279.402713497, 1.35169653248e-14, 57.1297725848, -5.21943599452e-14, 107.311276793, -1.64646074552e-13, 151.432128055, 3
180.129520388, 113.387582845, 143.371547013, 131.871496115, 83.5773034854, 64.3500044782, 49.518974458, 46.9526373397, 55.8486686726, 97.9961371162, 100.359768701, 133.059405257, 144.509302995, 114.437330276, 108.589606583, 112.911192766, 122.905105612, 108.008245101, 201.211484506, 61.8193519566, 60.3485155382, 59.2766600785, 71.6734043731, 83.9895774008, 96.4488938146, 125.573952448, 113.378526176, 202.898821389, 100.041008223, 96.8625085614, 84.4621264102, 73.9858830067, 75.8799913147, 73.1215407475, 82.8854778756, 97.0289928642, 137.887527906, 115.563421638, 114.133364737, 118.093931118, 113.141434432, 115.33594248, 107.760050367, 118.979914537, 127.378516715, 218.895369324, 92.3002720892, 84.1164646709, 76.581184273, 77.5577809635, 76.8777954734, 69.8782584045, 87.4167847837, 101.249111317, 186.240062753, 78.4412532854, 76.197309572, 78.5566597224, 88.3194904262, 98.1013820687, 104.421394534, 105.149205776, 100.698440406, 133.30908984, 111.557585685, 112.113408309, 116.333380841, 120.542330116, 125.027832405, 125.46682565, 119.074991025, 114.861641119, 202.83795326, 89.6875115076, 98.0033425108, 91.4127916275, 95.3602857418, 92.2171903461, 79.0203977821, 80.7871156252, 75.7573373437, 2.89629431549e-14, 24.9894988249, -2.86715096109e-13, 48.2706996165, -7.36077865326e-14, 69.5212851132, 2.53269627493e-14, 36.8600636154, 1.80480630441e-13, 69.9081012922, -3.07809333577e-14, 99.489300457, 5.35652251721e-14, 58.3133523052, -8.94111173988e-14, 114.316008498, -2.68002633974e-13, 166.197528656, 2.62012633812e-14, 35.0872051075, -3.81361608959e-14, 66.2365557884, -1.87155846376e-13, 93.9960137552, 3
130.67618037, 84.7251616515, 89.6617458906, 86.3013048468, 83.3115296576, 77.6830782496, 65.3500923767, 57.2190900305, 61.8641581619, 113.453342177, 103.672302429, 119.312741259, 132.894590966, 143.209145502, 147.961945535, 140.504589433, 125.643819874, 111.225139912, 136.617953847, 58.4073572886, 57.4240058071, 59.5582407142, 76.0042325623, 86.3396790121, 82.559304119, 89.682135296, 83.1747330188, 158.965821193, 94.5037073308, 86.7509514848, 76.3220614359, 82.6078107658, 78.0765793616, 68.2317351729, 75.5751346691, 89.9569693402, 133.699462967, 122.192792811, 124.18295248, 125.840924728, 136.059219522, 135.293048267, 123.273386626, 119.831819066, 120.974850778, 158.726790823, 83.6510535218, 71.3868618908, 63.469708633, 71.4167174331, 75.8392759362, 67.8370421673, 75.0643515163, 85.4400328071, 144.919657483, 64.0252220132, 65.8726306782, 57.2624313643, 73.7157808635, 72.5361023525, 62.9169480483, 79.7704031507, 77.8434293639, 137.27200987, 115.558481687, 116.202274917, 115.606605421, 122.3278694, 118.278267241, 107.597507661, 114.644341605, 116.970167672, 148.559973524, 76.5998302273, 73.8107313263, 66.1376665224, 71.6213899168, 70.7307264232, 60.5856303372, 61.5352195179, 67.7036692923, 7.72160113627e-14, 32.4399083601, -3.98070465479e-13, 62.4181899998, -1.47493128821e-13, 89.6853486213, 1.9713397581e-14, 51.7035727906, 2.24625873457e-13, 96.4237736584, 6.33104679792e-14, 135.309739869, 7.08808012284e-14, 90.0869261362, -1.20003833259e-13, 176.974517661, -3.33040886535e-13, 257.623928054, 7.66053886991e-15, 51.6250683556, -8.57369730767e-14, 96.3260826393, -2.01449967818e-13, 135.229591459, 2
142.395375171, 103.015380663, 113.321347211, 104.600142199, 94.6947414595, 77.8201205872, 62.5124910555, 61.0478019644, 72.8607860032, 133.814346991, 131.517333938, 150.844924759, 150.227462687, 146.212679911, 133.767772986, 112.882420615, 111.085778294, 117.96458353, 158.142696849, 95.214036923, 81.9066007769, 69.3686665493, 72.1602765628, 77.7080171405, 75.2619632909, 86.2137116184, 99.6601930619, 158.861672484, 92.1153333369, 82.9830073207, 82.7446313974, 81.4318796582, 76.3583341658, 74.9668862377, 77.5843350789, 97.9762076204, 135.264046212, 116.830679974, 128.337801777, 135.002000802, 136.573857571, 131.660466649, 121.427814575, 117.392592651, 119.500757221, 167.642402409, 92.1875905146, 78.7631820154, 68.5089970363, 70.2063799882, 68.8299430545, 64.7311447259, 71.7609100513, 87.7270673093, 144.836985827, 64.2571692145, 66.2357532112, 67.6180566627, 76.7262354298, 76.2164787789, 65.5227473293, 76.1167550914, 82.1502588084, 138.231543383, 111.681888733, 113.764364191, 115.629462841, 126.846468177, 127.771805914, 116.161800883, 111.270469037, 112.703681534, 148.189890641, 75.5439096555, 73.5391565859, 63.3981512009, 78.4220398565, 81.9494067492, 68.4784984953, 63.6536309845, 64.1084308795, 6.51145803943e-14, 32.5457329634, -3.39089867296e-13, 62.8253251623, -1.2351231149e-13, 90.4504487095, 1.77080572428e-14, 53.4765622961, 1.97383775991e-13, 99.8907860196, 3.80945275325e-14, 140.315468965, 6.0891396092e-14, 92.6276765293, -1.01421041704e-13, 181.925873472, -2.82995848977e-13, 264.770303925, 9.20097331658e-15, 52.3921967738, -6.60582699652e-14, 97.6540666155, -1.74818493015e-13, 136.967665947, 3
148.838549064, 99.4619344313, 116.362727538, 105.550700912, 101.477785137, 82.2151615197, 62.3371654441, 61.6767098042, 66.3202416867, 119.541176752, 135.632542961, 152.602174069, 159.446053127, 154.325609224, 128.250857856, 104.631602058, 95.7035049858, 100.088464036, 157.444320964, 89.8375968699, 85.7570798135, 85.7185094594, 89.4763098411, 87.0962153036, 85.1604272688, 94.0586797793, 102.788239726, 154.15750757, 89.2193569989, 92.9511699489, 89.8215147455, 94.098965391, 86.4697800299, 75.605908355, 80.9947479285, 77.6609180572, 112.684302831, 109.392274631, 127.986749297, 146.265860747, 153.355691619, 134.496009224, 109.479810663, 102.03509129, 99.1392367226, 160.632068126, 87.5044751435, 86.2919544813, 92.0511049261, 91.1540807267, 83.0501724392, 76.3262690885, 83.577616727, 101.281753272, 164.61051544, 79.9761713565, 82.1251221351, 77.2007213266, 93.5058552959, 90.482739089, 80.7582869568, 97.8849295251, 89.1687777043, 130.981298972, 108.308391051, 117.609534616, 127.154820657, 135.472048071, 132.50940659, 117.212734017, 118.834786489, 117.0079522, 160.195001933, 95.0290882964, 95.2042401278, 91.0174882349, 90.5711422917, 87.5604287712, 80.2692091978, 80.323051615, 86.852922684, 6.25471896498e-14, 28.3555208061, -2.77861067488e-13, 54.5356484366, -5.04596364692e-14, 78.3962459372, 2.19962936754e-14, 50.6073898155, 1.79509185294e-13, 94.5093772776, -6.50035580918e-14, 132.841911595, 5.28583253556e-14, 89.8689743422, -8.882781663e-14, 176.342284168, -2.61635331456e-13, 256.493030893, 1.91027749175e-14, 52.0494996943, -3.95933286157e-14, 97.461242724, -1.88377091703e-13, 137.207690292, 3
129.893495573, 101.859789265, 111.256952257, 106.053361074, 89.5461882448, 76.8526812177, 60.7209055572, 53.7475137919, 59.5196550342, 85.1474959016, 89.7261668153, 110.385734856, 128.505014831, 143.135365377, 151.576374315, 152.623427813, 136.715651842, 94.3818291492, 125.893985731, 42.7029612518, 39.9779009489, 47.1814712683, 67.2089023747, 90.1928139724, 117.209526699, 128.642871217, 97.1292323033, 150.279994656, 91.5882470135, 77.5847879551, 78.626220971, 84.0743088394, 80.3826536941, 68.2437547463, 70.9664118466, 81.7373737256, 92.9928042091, 91.7152625316, 107.45882331, 133.427229961, 156.593198635, 156.464847747, 133.903714244, 111.946910942, 85.8633485003, 148.933886993, 79.4992953909, 68.0903842844, 71.4146223751, 78.1871111724, 83.0090271931, 83.5356383374, 87.3378865381, 93.6710182787, 163.394258985, 87.3592044336, 63.9891880062, 60.1431143172, 69.7461002784, 69.9725777239, 72.696540012, 83.2394025036, 97.7509878342, 122.935680972, 96.8520407547, 101.118202433, 116.548746659, 131.980935916, 130.661487712, 115.0992261, 101.489816256, 102.365022092, 176.730686606, 104.53742263, 92.7375489544, 83.6325978786, 75.7429753779, 70.8769159697, 62.6655363762, 65.7841087121, 94.1893256752, 4.36456426556e-14, 30.3309643313, -2.79359868571e-13, 58.4155079432, -7.89368570508e-14, 84.0173391892, 1.72500902451e-14, 56.8774583178, 1.68906555409e-13, 106.712984536, 7.07767178199e-16, 150.352343695, 5.03528425552e-14, 102.093965567, -8.2435360621e-14, 200.918571488, -2.34074044869e-13, 292.656193896, 1.43426936994e-14, 58.5883810419, -4.30488977798e-14, 110.117447871, -1.52433621281e-13, 155.336014469, 2
161.633348576, 113.200838411, 108.90978618, 90.2957341513, 77.9495712308, 70.8204311902, 60.11673491, 60.2023056806, 73.6765410073, 129.49167564, 125.874754294, 125.141579867, 119.809926869, 122.576477353, 127.199148303, 136.853821279, 135.471168896, 130.166236042, 151.322730956, 67.8875118757, 57.9790514763, 52.431601309, 73.89995217, 91.5464878436, 111.737116673, 127.766939012, 112.570633386, 170.001833621, 109.527883876, 82.5103500686, 72.129264521, 73.9696305561, 74.706515382, 69.2434924363, 74.3765466034, 99.4837980445, 125.976754055, 114.145519514, 114.513272333, 116.68243027, 137.908417399, 142.621292352, 128.302026095, 118.151795109, 114.224045856, 177.367196454, 105.344827405, 80.8281987172, 69.3284855169, 84.7434298345, 92.0568318761, 92.5723398336, 101.542894527, 111.591120764, 186.569063386, 111.009049071, 71.866621634, 56.5479855719, 60.5339611734, 65.1724082326, 69.2660456518, 85.0645637893, 122.219314651, 133.324339767, 120.017187889, 117.087716611, 115.638749002, 123.725514796, 119.250203863, 106.332336498, 99.9833818311, 106.267600561, 182.57203574, 126.655839798, 110.409053748, 90.6637123286, 88.0243679218, 77.5893412298, 69.629975722, 75.8885896025, 97.2748094852, 3.76990105799e-14, 22.7394882688, -2.4683033395e-13, 43.8636544575, -7.13595849078e-14, 63.1586737886, 3.10654280078e-14, 45.163391286, 1.39877692762e-13, 84.324011328, -2.47024622979e-14, 118.379445116, 4.31917414161e-14, 81.8977130684, -6.50187369222e-14, 161.067941635, -2.04136512381e-13, 234.558344256, 2.11775041947e-14, 45.9269100158, -2.9531932455e-14, 85.9762286424, -1.48790701981e-13, 120.911561305, 3
141.731585396, 103.906696581, 115.939358428, 104.243362654, 93.6539709713, 72.0112909677, 48.6744746737, 53.4396286551, 62.6059940897, 108.413528674, 128.759579566, 165.785155488, 171.966223694, 148.524024865, 116.576698299, 93.8575437674, 89.8390326859, 89.2208747409, 152.128382646, 78.5389470049, 89.5174836031, 89.692472375, 81.3868918816, 75.1069783526, 80.7764947461, 94.129816228, 96.7958837854, 143.927695122, 77.3434052683, 83.0221682546, 82.1279918834, 93.8593027827, 83.5419494285, 64.9056698554, 78.4092176333, 76.3091582467, 107.004221462, 103.551625516, 130.421982561, 144.805460377, 145.381781597, 128.584356672, 104.708243588, 99.0263791488, 96.8337773483, 153.197897155, 88.9656585845, 96.8666294254, 89.6743775731, 88.4797924351, 81.4718442311, 70.4709520177, 76.551433856, 87.1545030497, 152.332939245, 59.0061351002, 74.0403902911, 71.3063310041, 95.1339732027, 86.5272594114, 72.8827671747, 93.4504151688, 66.7617643764, 126.056093964, 108.019284242, 119.246325409, 128.528236001, 133.914793547, 123.850513032, 111.018683555, 110.210101563, 108.799297076, 146.626917848, 84.9036441906, 92.8978318707, 87.6563506691, 94.8841998855, 89.5627981516, 73.0014086765, 73.4774851862, 74.8690825518, 5.89528426076e-14, 35.7895358184, -3.48832074337e-13, 68.492892684, -6.2894134345e-14, 98.0296799958, 3.37646577364e-14, 55.3681253028, 1.89057103306e-13, 104.816472019, -5.06261699229e-14, 148.944582171, 5.7630549638e-14, 87.6052345709, -8.95733140438e-14, 171.856003309, -2.71406161434e-13, 249.94810523, 2.37171393636e-14, 51.5671364893, -4.27852198115e-14, 97.0579421183, -1.93900451251e-13, 137.467140052, 3
139.962674773, 103.770615753, 125.448678619, 113.220533163, 94.3285961745, 71.208928519, 49.5592047743, 50.3738635251, 53.6682618347, 106.621560945, 112.012088866, 144.542722877, 154.30630507, 141.942871383, 124.717170853, 113.657447575, 109.543247982, 98.8578115456, 146.059858027, 60.0263943031, 64.4474346685, 64.6702669455, 76.1790626484, 83.8066760924, 93.5301562717, 114.403156237, 104.327512947, 157.711851083, 96.1302110747, 88.5762996475, 86.6417595581, 76.4915044175, 67.9024530119, 58.0147826653, 61.9008398854, 89.6660077965, 119.550635474, 109.355238916, 126.492147691, 134.997001478, 138.74818326, 127.772818977, 109.169345738, 105.059896035, 103.06389411, 171.228661656, 98.1732450984, 77.2401780245, 68.7153278744, 72.0245031168, 70.6905632478, 67.3331495689, 79.9718852722, 104.133241444, 170.365934393, 90.5759200399, 69.4907735085, 67.7907351558, 67.7454596568, 67.3628705941, 71.0319703512, 79.2297851777, 103.419645074, 128.935461309, 114.500347726, 121.993367286, 123.899400557, 128.155071284, 119.195928149, 111.606229818, 110.429942872, 106.055794134, 175.552526349, 114.656990264, 91.7973618945, 75.4935364609, 68.6846777578, 60.6930820428, 56.5617245681, 62.4855512974, 89.9956825014, 3.74839048689e-14, 30.7301584888, -2.66425770334e-13, 59.1336924766, -6.38933350672e-14, 84.978569844, 2.88449819585e-14, 56.0926250279, 1.54376511574e-13, 105.163074802, -2.87131429744e-14, 148.123137277, 4.67167537294e-14, 99.0232114047, -7.29650714848e-14, 194.688076035, -2.17999229779e-13, 283.460487337, 2.06709649397e-14, 56.5837168965, -3.36675132218e-14, 106.110432059, -1.60094160151e-13, 149.480195524, 3
128.503363715, 98.9562595026, 113.242945792, 94.9110152676, 77.9414730192, 56.12163706, 36.7106578336, 37.3647546798, 41.8144534938, 95.2971282373, 115.762174871, 143.974217653, 143.597657473, 136.684961483, 117.043904679, 106.194396402, 106.065346572, 92.7826835768, 130.406368195, 56.0241024459, 55.8498233245, 58.1449970659, 68.3550609538, 72.4169749591, 87.6112633992, 112.230695573, 102.728836005, 156.444236653, 104.390979055, 86.9707003951, 72.868840615, 68.6918317031, 61.2708058617, 53.7505344619, 66.760993405, 79.5762544676, 112.506030366, 105.794410767, 118.440304604, 124.966777542, 135.702480502, 130.432885603, 112.128650276, 110.252832219, 102.950175364, 162.985317532, 88.1071133204, 71.5403282847, 67.8905068615, 75.5834242894, 75.8884355621, 71.6536862696, 81.3138104828, 100.554292283, 172.033312415, 99.3058313865, 74.8628839081, 69.168571507, 68.4866470028, 58.9720607556, 62.0798719994, 83.6739330655, 97.235958129, 134.951029119, 101.194563379, 108.003205479, 118.896340971, 131.659396845, 123.870648513, 109.96235361, 111.696264259, 105.928267435, 172.820685056, 105.248601015, 82.43539829, 74.1868823371, 78.640293706, 76.5602204512, 65.3627408876, 65.0589988664, 86.9987787415, 4.2965631053e-14, 36.1076927383, -3.17801340799e-13, 69.299385316, -9.42024236394e-14, 99.4255084477, 1.85476634051e-14, 63.2339448238, 1.92568183621e-13, 119.352750263, 1.12132525487e-14, 169.047053303, 5.86935014479e-14, 104.332777326, -9.60065360545e-14, 204.841043052, -2.73898959069e-13, 297.996607401, 1.5668022435e-14, 59.014269404, -5.50115508702e-14, 110.622742206, -1.76914038974e-13, 155.99729483, 3
135.595655592, 98.8185441193, 99.9799400455, 90.3680177596, 78.0195359103, 67.2176739625, 52.1202522819, 49.6788043535, 56.300029321, 100.030324683, 93.6171905277, 108.418287641, 121.434514381, 125.420662552, 126.3896189, 132.125828574, 133.482353262, 110.489617791, 134.166712024, 45.5394832668, 40.2684023228, 41.2251893776, 54.0152493785, 65.4740808847, 85.8288201281, 110.142467027, 103.381892804, 165.398555093, 86.9951349704, 68.6480270352, 64.6502551143, 70.113409595, 67.9222838519, 59.3462685827, 74.0217061011, 101.100044655, 127.186632104, 111.495612205, 115.531074735, 109.082810515, 122.068674934, 121.773599123, 107.516787108, 114.491950568, 113.828567222, 175.611654579, 91.5072457821, 67.8588589248, 48.9546033133, 53.2565569497, 54.5103959284, 52.9589882098, 69.4954685117, 90.8524257858, 154.745220886, 80.7200228179, 70.2482566184, 64.5551497969, 64.0863833843, 61.323876073, 68.161337856, 79.6231370345, 80.8496830454, 125.813886316, 108.68517737, 113.277103278, 109.13111551, 110.050178078, 109.387031589, 107.959130303, 102.522787358, 89.0284517771, 175.536161561, 99.6941903469, 77.6913060537, 59.1051285054, 50.4917534646, 51.1162258287, 47.5521748775, 54.1812308576, 73.2348342705, 5.12645481621e-14, 32.9300868483, -3.14942516511e-13, 63.1411029947, -1.13492548692e-13, 90.5627882115, 1.7621321069e-14, 58.2270497853, 1.9222817782e-13, 109.714129154, 2.22599716437e-14, 155.309347235, 5.77727969631e-14, 99.2478635083, -9.48067579304e-14, 194.697050453, -2.65566865373e-13, 283.093687351, 1.10640663298e-14, 58.7308735393, -5.84254866709e-14, 110.850189818, -1.67338365387e-13, 157.092730273, 3
160.889968537, 125.867530295, 124.083377059, 111.254563109, 113.28083409, 105.116166141, 99.0779329865, 102.455497792, 108.075117437, 143.934658189, 134.131219307, 150.799491986, 140.682472369, 138.181376007, 131.126968987, 123.157371921, 123.411024696, 117.230433051, 160.424870266, 102.225210762, 104.622346257, 93.2434779301, 88.9681056713, 89.8820406585, 88.5954456273, 94.5348209273, 98.9289346342, 172.702981707, 116.780854878, 112.218655917, 91.7731588589, 92.210017772, 89.1221519127, 85.107767847, 99.0356020681, 107.40570797, 151.320078808, 120.832588417, 119.965714193, 108.918242743, 118.242201804, 123.156442338, 121.204646887, 119.798456773, 116.075121309, 166.505623507, 94.6554857869, 91.1710246099, 78.8232824769, 79.3003135718, 80.3063719612, 77.538984154, 78.9554965011, 85.0672931574, 183.157970499, 81.8791951262, 76.664448169, 60.6970214604, 62.2399161977, 76.4697514937, 96.9258496348, 120.340993313, 116.759422533, 132.96950211, 107.445613497, 106.14667262, 100.231090911, 105.378540809, 114.470123127, 118.058301491, 116.837684316, 112.791664464, 141.908127306, 78.5140137529, 89.3231786595, 79.8411310647, 76.7877202472, 71.4424852598, 60.6007205709, 60.065255059, 56.5683434396, 4.39509539873e-14, 25.625313889, -3.03618241659e-13, 48.9792852255, -9.00390872971e-14, 70.1996754556, 2.21454798943e-14, 44.4002460842, 1.83061898973e-13, 82.9747650599, -1.58761892521e-14, 116.716396349, 5.39578147787e-14, 76.1176484383, -8.92560764881e-14, 149.282318095, -2.59243906724e-13, 217.113150828, 1.78156100983e-14, 43.6451333271, -4.53526105559e-14, 81.5574027337, -1.6953105586e-13, 114.736087865, 5
135.648919196, 126.585590729, 171.765291413, 155.15941214, 117.22658077, 73.6208562072, 50.0229058425, 45.2515892286, 51.364896914, 100.612577741, 115.868118674, 149.334624352, 161.128737842, 161.237759773, 128.250064409, 97.8089012079, 81.8492152497, 78.5349515731, 146.03430004, 90.7115302036, 87.3144400049, 101.538570112, 114.123418695, 109.807252316, 96.2203525094, 98.4396086788, 103.179456137, 155.712825879, 111.67502741, 108.071640148, 93.5862072158, 87.173664203, 83.5706001857, 77.3397557695, 80.2632249851, 93.5069486273, 115.124412747, 119.018460811, 118.542266066, 121.657535051, 134.133171803, 124.642378811, 105.459876726, 94.4519306802, 96.4849326584, 144.447297842, 111.596891517, 96.8909353467, 93.3019567773, 101.889071225, 93.3718810117, 76.7209819781, 80.2632484451, 94.3875335187, 151.178034543, 98.2227485261, 79.4982514169, 72.6963070379, 80.5159853612, 87.573976275, 85.5708701983, 103.358741543, 109.919440347, 118.859017908, 114.147170581, 107.557204411, 100.598773855, 106.358387578, 108.591529148, 106.940977223, 114.203115472, 110.226611313, 138.610795613, 108.79478929, 104.758482095, 86.6698771238, 94.3282149113, 91.4889217518, 80.876164856, 78.1917676964, 76.725149746, 2.00464644884e-14, 29.109766042, -1.74971148681e-13, 55.9642805764, -3.98292510084e-14, 80.4527222554, 1.44502465549e-14, 29.1086706797, 1.10932096842e-13, 56.5101422393, -1.88182802674e-14, 82.0984716613, 3.19017985043e-14, 29.5878603419, -5.35164089693e-14, 56.7150545536, -1.58774523477e-13, 81.4330029543, 1.45092271531e-14, 26.3237107663, -2.32938668354e-14, 50.958123286, -1.0863532296e-13, 74.0424307358, 5
143.222799757, 116.732937879, 130.418473104, 116.257565269, 85.5247667728, 62.0695615526, 46.634144389, 43.355057017, 53.1186656771, 125.425899304, 128.306708762, 150.091426883, 150.660901924, 133.427103278, 125.468905226, 116.980526787, 110.30518798, 104.661607821, 159.923038439, 87.7544807872, 86.422670812, 83.4545630355, 89.1552053356, 100.182442223, 108.046268383, 117.746139029, 116.141870281, 169.802747526, 108.707565457, 92.4341293976, 74.0039206446, 65.8989452263, 57.5650418818, 53.6916750548, 69.2727345176, 85.9307454148, 149.549244905, 126.378857605, 110.612318223, 104.372889375, 106.885316877, 105.325939374, 102.034261312, 110.249736306, 122.341574915, 171.753696123, 94.6959785024, 78.8042583541, 71.9981742836, 81.2654109911, 84.0322188114, 91.2385111729, 103.05695204, 112.106039674, 161.625905481, 61.8041161009, 51.9181809599, 43.1643645198, 63.6808713387, 73.775499647, 90.0797642008, 116.015506207, 102.067893754, 145.751307501, 118.621691521, 108.716573704, 102.345995427, 97.6787407784, 92.0038917223, 93.9565189087, 109.497106321, 122.254229689, 160.498558935, 97.979734745, 94.7063680345, 82.3600154443, 69.7815876821, 58.7858265621, 51.4206664867, 63.7003692315, 80.3926542603, 4.80726569663e-14, 27.9190157773, -3.19300141882e-13, 53.2854137405, -8.91231533018e-14, 76.2296730498, 1.91513471748e-14, 52.4723747, 2.00686689489e-13, 98.5908218922, 3.58046925442e-15, 139.204679107, 5.86692153193e-14, 91.2167481628, -9.58404362816e-14, 179.176998811, -2.77463815812e-13, 260.761775163, 1.52100554374e-14, 52.3980612428, -5.18196596744e-14, 98.3160432826, -1.78482228996e-13, 138.691415458, 5
