@RELATION gaborfractal

@ATTRIBUTE a1 REAL
@ATTRIBUTE a2 REAL
@ATTRIBUTE a3 REAL
@ATTRIBUTE a4 REAL
@ATTRIBUTE a5 REAL
@ATTRIBUTE a6 REAL
@ATTRIBUTE a7 REAL
@ATTRIBUTE a8 REAL
@ATTRIBUTE a9 REAL
@ATTRIBUTE a10 REAL
@ATTRIBUTE a11 REAL
@ATTRIBUTE a12 REAL
@ATTRIBUTE a13 REAL
@ATTRIBUTE a14 REAL
@ATTRIBUTE a15 REAL
@ATTRIBUTE a16 REAL
@ATTRIBUTE a17 REAL
@ATTRIBUTE a18 REAL
@ATTRIBUTE a19 REAL
@ATTRIBUTE a20 REAL
@ATTRIBUTE a21 REAL
@ATTRIBUTE a22 REAL
@ATTRIBUTE a23 REAL
@ATTRIBUTE a24 REAL
@ATTRIBUTE a25 REAL
@ATTRIBUTE a26 REAL
@ATTRIBUTE a27 REAL
@ATTRIBUTE a28 REAL
@ATTRIBUTE a29 REAL
@ATTRIBUTE a30 REAL
@ATTRIBUTE a31 REAL
@ATTRIBUTE a32 REAL
@ATTRIBUTE a33 REAL
@ATTRIBUTE a34 REAL
@ATTRIBUTE a35 REAL
@ATTRIBUTE a36 REAL
@ATTRIBUTE a37 REAL
@ATTRIBUTE a38 REAL
@ATTRIBUTE a39 REAL
@ATTRIBUTE a40 REAL
@ATTRIBUTE a41 REAL
@ATTRIBUTE a42 REAL
@ATTRIBUTE a43 REAL
@ATTRIBUTE a44 REAL
@ATTRIBUTE a45 REAL
@ATTRIBUTE a46 REAL
@ATTRIBUTE a47 REAL
@ATTRIBUTE a48 REAL
@ATTRIBUTE a49 REAL
@ATTRIBUTE a50 REAL
@ATTRIBUTE a51 REAL
@ATTRIBUTE a52 REAL
@ATTRIBUTE a53 REAL
@ATTRIBUTE a54 REAL
@ATTRIBUTE a55 REAL
@ATTRIBUTE a56 REAL
@ATTRIBUTE a57 REAL
@ATTRIBUTE a58 REAL
@ATTRIBUTE a59 REAL
@ATTRIBUTE a60 REAL
@ATTRIBUTE a61 REAL
@ATTRIBUTE a62 REAL
@ATTRIBUTE a63 REAL
@ATTRIBUTE a64 REAL
@ATTRIBUTE a65 REAL
@ATTRIBUTE a66 REAL
@ATTRIBUTE a67 REAL
@ATTRIBUTE a68 REAL
@ATTRIBUTE a69 REAL
@ATTRIBUTE a70 REAL
@ATTRIBUTE a71 REAL
@ATTRIBUTE a72 REAL
@ATTRIBUTE a73 REAL
@ATTRIBUTE a74 REAL
@ATTRIBUTE a75 REAL
@ATTRIBUTE a76 REAL
@ATTRIBUTE a77 REAL
@ATTRIBUTE a78 REAL
@ATTRIBUTE a79 REAL
@ATTRIBUTE a80 REAL
@ATTRIBUTE a81 REAL
@ATTRIBUTE a82 REAL
@ATTRIBUTE a83 REAL
@ATTRIBUTE a84 REAL
@ATTRIBUTE a85 REAL
@ATTRIBUTE a86 REAL
@ATTRIBUTE a87 REAL
@ATTRIBUTE a88 REAL
@ATTRIBUTE a89 REAL
@ATTRIBUTE a90 REAL
@ATTRIBUTE a91 REAL
@ATTRIBUTE a92 REAL
@ATTRIBUTE a93 REAL
@ATTRIBUTE a94 REAL
@ATTRIBUTE a95 REAL
@ATTRIBUTE a96 REAL
@ATTRIBUTE a97 REAL
@ATTRIBUTE a98 REAL
@ATTRIBUTE a99 REAL
@ATTRIBUTE a100 REAL
@ATTRIBUTE a101 REAL
@ATTRIBUTE a102 REAL
@ATTRIBUTE a103 REAL
@ATTRIBUTE a104 REAL
@ATTRIBUTE a105 REAL
@ATTRIBUTE class {1,2,3,4,5}

@DATA
174.25349351, 91.6763567585, 98.7272221868, 96.0713128612, 100.362411905, 85.602749436, 58.7147764427, 56.7021632481, 59.4240742969, 115.4637656, 90.1146257697, 114.275012007, 127.462113079, 152.107956119, 147.777993897, 113.620848478, 99.5674237168, 83.0255932785, 196.465344715, 66.3599662294, 58.7342876496, 62.7402035522, 87.3197940645, 99.9185822965, 92.1945449675, 94.4529464392, 93.3591482182, 191.896546883, 93.5732910124, 83.3930406851, 79.7048866405, 90.1075191578, 83.3283889225, 71.8515456586, 75.5581459231, 87.080655733, 128.572837428, 106.28332689, 112.849267938, 119.804769079, 140.996842647, 137.460183683, 115.998785995, 105.539848275, 105.114745821, 204.75500414, 91.7744034587, 75.6088390575, 68.4328763532, 82.2671858582, 85.4586856188, 76.8522852958, 77.8533928015, 94.1617478218, 193.350811123, 81.4878196081, 68.7491462589, 67.6979505335, 96.7178077784, 103.74128369, 92.5977054488, 92.0465477935, 88.659245127, 125.324208313, 97.1448284635, 101.588707279, 113.057767249, 141.440947332, 142.478884626, 120.564087889, 108.969941715, 100.361267366, 177.936800705, 91.8956053837, 94.0623673472, 91.1795040825, 94.4707419922, 87.7910351548, 71.5767942447, 70.4951895263, 77.427649285, 3.12805337188e-14, 21.9610486669, -2.7544633241e-13, 42.7218659019, -3.15303338994e-14, 61.7345114457, 1.72500902451e-14, 27.9698868663, 1.72944991661e-13, 53.3592586029, -3.82471831983e-14, 76.2371825712, 4.98123135621e-14, 42.735578357, -8.53228078468e-14, 83.8385550897, -2.50326885956e-13, 121.901670504, 2.1010970741e-14, 27.2369257, -3.73590047786e-14, 51.8345147807, -1.75748304798e-13, 73.9561210949, 2
133.98009504, 89.6271998865, 92.6442293657, 83.6173838201, 81.8764476056, 70.7052550352, 55.4502556013, 52.1133533515, 54.3585283015, 111.844403729, 98.9429170596, 113.616360341, 127.090244807, 143.072713665, 142.707459743, 130.790324577, 123.043895511, 104.902613615, 138.59695291, 52.2251055989, 47.0614972746, 51.1670812633, 66.9032098697, 76.255417946, 78.8177301555, 91.128243206, 90.713666849, 164.138771519, 91.5422266104, 75.5942352034, 65.7460346099, 72.6260303768, 70.5146456987, 68.6433846966, 79.0880219041, 89.0331060946, 142.121483454, 125.251212319, 121.062761075, 122.589269528, 131.373670545, 131.733626903, 125.209571801, 125.845073387, 124.462361202, 163.236452689, 84.2444650501, 74.9967991838, 67.168653626, 67.0940851236, 68.9631187546, 66.0717541167, 74.8741519232, 87.8883481745, 141.01259452, 58.8027570883, 55.3085605518, 49.4093230086, 64.1835055678, 69.2018024113, 72.972166817, 79.8951955583, 77.3660513366, 134.364314897, 114.844018671, 114.978374974, 112.188586903, 116.789834795, 117.400041601, 116.838333077, 114.444759576, 108.650147483, 140.993644397, 77.466269979, 80.7695490793, 68.1867233445, 62.1967053946, 56.6032747601, 48.7873933046, 54.2714470771, 51.3861751295, 8.06854583146e-14, 37.1301393747, -3.82638365437e-13, 70.8494949907, -1.60538249361e-13, 101.332035761, 1.64451785523e-14, 58.736081137, 2.1302404285e-13, 110.952024782, 6.19226891985e-14, 157.492551019, 6.9513188608e-14, 95.9449543228, -1.15269339213e-13, 188.007326946, -3.1827101718e-13, 273.249002083, 7.41073868937e-15, 58.1556093555, -8.51263504131e-14, 109.724699479, -1.95454763485e-13, 155.635247951, 3
131.597346731, 102.966429495, 118.39851868, 98.8141896977, 75.762984937, 56.7703285391, 43.8917432816, 43.3206387204, 52.1406738175, 106.349378937, 102.769980883, 126.778346656, 132.703082521, 130.665471063, 125.486321913, 122.39292943, 115.645328241, 106.453541386, 146.284816554, 57.7692536498, 49.4565567109, 52.9764358325, 63.3825228305, 75.869574828, 96.9353946846, 108.54226921, 108.475387035, 164.92631743, 110.334997508, 87.3195512559, 71.3570284628, 70.0267956837, 70.0351209496, 74.5279118207, 86.718891977, 106.155178223, 126.703518466, 119.909151291, 123.918489828, 119.408338669, 123.670645135, 122.596933045, 119.551580292, 118.919982155, 118.506727767, 168.382373142, 108.454159554, 92.6796168713, 74.867381293, 68.6903964692, 65.6608668264, 68.375701859, 79.2995547153, 105.238936579, 171.532687363, 100.300703971, 72.0140848564, 68.5033233769, 75.6362170476, 84.8416311462, 96.0789718506, 104.82138415, 121.546017505, 137.308102902, 130.077454169, 127.467604243, 123.249710023, 121.626093209, 119.726146567, 116.478835278, 113.024053907, 116.999041748, 172.283235185, 123.789691258, 110.46096848, 88.6153330901, 74.1452512817, 62.1599171526, 58.1364902345, 71.4296329486, 99.3805901629, 3.81361608959e-14, 28.6148422551, -3.04256619899e-13, 54.7453340228, -9.35362898247e-14, 78.4656056567, 1.81486770057e-14, 56.9876890662, 1.86954618453e-13, 106.738009497, 1.16573417586e-15, 150.225619174, 5.6359431011e-14, 98.4877164948, -9.1270740965e-14, 193.398865108, -2.60982208067e-13, 281.408956768, 1.72986625024e-14, 53.9770861144, -4.87734852506e-14, 100.471864074, -1.67893476899e-13, 140.804751498, 2
139.053152407, 111.041528545, 138.353786235, 120.559709494, 95.7533715975, 71.7805753367, 48.3053226318, 53.5397406682, 55.7964980413, 97.7378281946, 99.4571750148, 150.332215078, 158.008420558, 139.784377379, 118.774157627, 97.5762735151, 101.125388909, 85.4586674449, 144.081134625, 56.7238770503, 70.9539652285, 74.6860940114, 80.3863995792, 83.4636349725, 88.8495521322, 112.285701884, 98.8737881562, 175.88004627, 102.374451195, 97.0256742373, 81.4647835128, 70.5694356867, 61.68050432, 58.8513407808, 75.7359557344, 101.260413371, 137.547238745, 97.3321333363, 119.938128552, 110.910826239, 110.491516795, 103.764406953, 91.4127500526, 106.288815596, 109.279100319, 182.88751777, 96.993850245, 82.5675302889, 61.1673701718, 63.8092085615, 64.3045102733, 61.8086893429, 84.2455298407, 102.238947412, 179.622569591, 84.701128895, 70.5737079556, 62.724286379, 61.3755698278, 65.8124253622, 81.4901016893, 98.708118618, 108.691252609, 134.356742136, 97.851202196, 104.484576845, 91.8805128921, 96.2242070596, 104.347510777, 105.667708597, 109.418807113, 100.672305221, 164.080043794, 107.135620588, 101.139368607, 74.8662920194, 63.3864011176, 64.8888566101, 63.0933549041, 66.8914919323, 78.1846315938, 2.46608289345e-14, 26.9855960339, -2.61429766724e-13, 51.8441862285, -6.08124661738e-14, 74.4342149609, 2.27873275804e-14, 48.0119156576, 1.82687198702e-13, 90.4843300703, -2.41334729978e-14, 128.144148905, 4.96894192459e-14, 78.8724574993, -8.29413577749e-14, 154.375598825, -2.47273555798e-13, 224.238137446, 2.12538320277e-14, 45.0954372615, -3.80667719568e-14, 84.3439844373, -1.75137682135e-13, 118.870401309, 4
189.574145106, 125.330367354, 143.051370847, 129.418659183, 97.7255847173, 74.0699825418, 69.2131509156, 69.3626707304, 80.3185373125, 117.524655243, 123.660443942, 151.871512839, 156.723908333, 136.665000638, 114.905687164, 111.801218534, 107.22448165, 107.813111991, 190.853908576, 86.5690301455, 79.6506565171, 85.4216391844, 91.329932364, 99.2063807254, 105.218983843, 111.871979178, 119.911484553, 207.51327929, 119.666792193, 112.183171454, 88.1493772857, 72.0272564169, 62.6326748238, 62.580836967, 75.2960682329, 107.401225114, 133.565494537, 122.356534807, 126.540469091, 120.745479837, 113.134953692, 102.601523725, 98.3236090217, 106.351501415, 123.599025422, 217.881547698, 104.228875435, 79.1535247082, 74.6657597952, 74.0242598517, 76.0844747736, 77.3488365062, 91.0026211189, 118.331161306, 201.173549516, 102.817674561, 87.4858573953, 72.3558876428, 70.370136051, 69.6787219877, 75.731680973, 98.7324451406, 124.308169083, 143.668121809, 130.561748799, 124.155105348, 118.138024671, 106.451367742, 94.4429001324, 94.1112725957, 106.369850543, 120.994666321, 200.484317137, 117.564162134, 105.975092934, 93.4012882829, 82.3057875027, 76.0555655785, 74.1120188914, 77.9238695827, 93.2480337177, 2.6353919047e-14, 14.6388862641, -1.70835567914e-13, 28.2117955736, -4.25215418431e-14, 40.5970644995, 1.44537160018e-14, 19.2058816823, 1.02334807295e-13, 37.1061332767, -2.10942374679e-14, 53.5991346415, 3.00531626495e-14, 25.706405068, -5.07753561418e-14, 50.1618858012, -1.49346843486e-13, 72.7056577463, 1.42524880786e-14, 17.2244108685, -2.13301598606e-14, 33.1174915675, -1.04638520071e-13, 47.7678015113, 3
182.999476272, 108.400398037, 114.694447763, 109.536230457, 102.978519042, 94.1511077896, 85.2091504277, 80.0623048417, 88.9082768773, 114.579898384, 97.5869080181, 107.839457024, 126.163807926, 137.648045236, 137.945019507, 148.460915023, 139.787765525, 121.756133524, 176.707111532, 89.6249329323, 76.2563400584, 81.6319856767, 93.7119357604, 97.7733870134, 113.186713486, 120.65914884, 117.587668707, 188.970275279, 106.800421905, 96.6856310316, 82.5609288592, 85.0239940615, 87.8411235772, 84.9590689562, 95.7242373042, 110.40497265, 132.525052556, 121.514527167, 119.657869389, 120.648498252, 123.105762224, 123.684117818, 124.445385522, 120.91584227, 121.813575136, 177.312275793, 110.430363451, 94.753168097, 88.9896232716, 84.5754227106, 82.3394566341, 85.7626752124, 92.2144565821, 103.745221638, 167.977672581, 83.4070241538, 80.8846489574, 84.4738570185, 99.4260200957, 104.968967532, 103.783526742, 109.07712087, 109.863906382, 123.707432852, 118.482100173, 121.29480524, 125.765419133, 128.680400973, 128.13189708, 121.441559693, 112.750736292, 106.802649075, 174.388876687, 113.775197703, 109.331442374, 99.3798452547, 90.0915244455, 85.8507910351, 84.8598746367, 87.700511714, 89.832157145, 2.29538610341e-14, 20.8279099953, -2.21739293593e-13, 40.2911533818, -6.01185767835e-14, 58.0820084778, 1.90195081906e-14, 24.7856773717, 1.3876400029e-13, 47.4608814401, -2.16771045558e-14, 68.0895098534, 4.00469045946e-14, 34.8089765463, -6.72169568269e-14, 67.9745066711, -1.98511129409e-13, 98.5737453913, 1.86239912381e-14, 23.6480450868, -2.93515212135e-14, 45.1382354859, -1.35974564941e-13, 64.6821381368, 3
168.209259202, 87.7166146287, 99.7304907707, 81.9808359896, 91.8969431324, 90.9174584649, 77.8412120457, 79.2214996268, 65.5834803154, 90.5589018832, 73.8788199912, 85.3429848745, 93.9635506819, 123.974612548, 155.606105446, 171.520128479, 159.262301591, 111.929401329, 158.865646116, 47.0318634874, 53.0140893118, 47.8648524814, 83.4726910228, 110.569069365, 118.832025414, 134.092990835, 90.6840901324, 182.758393558, 86.108600247, 72.762473435, 61.3855195091, 72.4407777346, 81.7149616386, 79.7155868026, 90.2541750668, 94.388953292, 122.194027517, 102.491763714, 104.185764205, 105.794536151, 113.336786337, 129.954419742, 136.90966646, 129.913472411, 111.764809528, 185.479034257, 78.3744698169, 83.1785605333, 69.7422370769, 80.8721343665, 87.5218091638, 85.2475374685, 99.7592247498, 79.6898305802, 195.013491864, 56.9409154834, 71.0572209075, 65.7019948664, 88.6308925999, 97.2692786886, 81.5852772618, 101.89689512, 86.337778469, 139.896928243, 112.689944567, 118.864976965, 115.652150432, 111.022924826, 108.593427252, 102.078466657, 102.452977884, 105.230718628, 190.179579341, 81.1194239774, 111.100313225, 85.905463878, 90.6929607376, 79.5918637622, 61.318062682, 79.8588018658, 54.2982380552, 1.58206781009e-14, 30.8744753598, -2.74669176292e-13, 59.559114008, -7.83539899629e-14, 85.6987549617, 2.30857000183e-14, 40.666707531, 1.73687453309e-13, 76.6939890601, -2.62637134263e-14, 108.724280549, 4.90564620176e-14, 65.4730840148, -8.24733076971e-14, 128.330817492, -2.48596282448e-13, 186.543437521, 2.69645417106e-14, 41.2667613296, -3.4444669339e-14, 78.0488258421, -1.71529457305e-13, 110.841133708, 3
132.448402455, 110.454751021, 124.520727443, 114.420816042, 74.8656387645, 45.8810557206, 29.8646175601, 31.0073289155, 42.0201721552, 94.244458386, 113.128377774, 145.989013701, 156.142915173, 128.268366161, 104.493120021, 92.8855726017, 93.2590303958, 87.2443285053, 188.955896248, 46.2331633315, 44.4961936195, 48.8043385137, 59.5702792486, 67.2410949472, 70.0228695202, 82.8623349035, 94.4919377303, 165.514597417, 96.4551597056, 83.1191766211, 74.3912148842, 63.1805395138, 53.8618235113, 50.8459651634, 68.2897251501, 96.8935445636, 132.144286729, 117.688074896, 127.405217868, 122.509972541, 114.689947925, 101.37850283, 84.3248942633, 99.7920469059, 112.54203042, 236.774988614, 94.3220637662, 71.2936919205, 57.1118420724, 55.7960306824, 52.0619848048, 43.6717165214, 58.2388333379, 100.240635339, 180.486628041, 93.4637421827, 85.140525766, 73.0046346342, 64.0898543818, 62.2378618309, 60.3906647915, 85.0028529992, 108.014556902, 162.473127446, 123.536912816, 122.011632881, 102.986975115, 96.6745333188, 94.7706835777, 90.6593782592, 115.194929753, 126.696755808, 222.426964506, 104.03367305, 84.45422664, 61.4815879363, 56.2078251922, 56.3023421523, 60.6617779688, 81.9843308841, 106.379312604, 2.74502642839e-14, 23.9804002429, -2.50410803204e-13, 45.9986739955, -6.8167693712e-14, 65.9770971104, 1.98036032018e-14, 36.7286483934, 1.59205981731e-13, 70.1015673731, -2.73114864058e-14, 100.273683708, 4.48573470035e-14, 57.6889703096, -6.93731096874e-14, 113.016873397, -2.21878071471e-13, 164.17610818, 1.6681100945e-14, 36.3135853656, -3.8413716652e-14, 69.2108572121, -1.56291646292e-13, 98.9117958724, 3
176.601456505, 105.633698164, 119.999943542, 113.772499982, 98.1225814177, 83.1134392465, 74.7895012933, 69.820252718, 70.8431219957, 114.913705557, 108.988761906, 127.763212799, 137.688888615, 137.174130315, 134.631854678, 130.901988015, 126.678418162, 109.935401163, 177.669208412, 81.405545283, 74.3106241399, 73.4797236409, 85.5783550792, 101.071179816, 110.329979007, 124.186335622, 117.352365449, 191.847832155, 106.149632802, 98.3860263718, 89.4798932902, 89.6353293102, 84.6377030311, 82.7378959047, 88.3671889967, 90.2368234874, 141.607870523, 120.883553019, 118.946555607, 117.991928824, 126.99421804, 122.901357519, 120.230683488, 125.624053383, 119.92595297, 194.190222166, 100.048124004, 91.2352626781, 78.9988251834, 86.1684020496, 86.0233847019, 85.8717427404, 102.361757757, 111.621941373, 167.610632634, 80.6312652546, 81.835903737, 83.7977173639, 96.2416767824, 102.80235558, 108.672288389, 119.307653444, 107.386133008, 140.366969091, 113.855685412, 115.625687247, 119.629914799, 131.430985178, 133.543820189, 124.432657821, 121.63645232, 120.964337644, 186.743442832, 113.386089589, 120.446334677, 107.56130728, 101.339736911, 90.9201666162, 76.0107633646, 78.8937425796, 89.8152541254, 2.91919266537e-14, 22.8745664214, -3.09280379085e-13, 43.789310648, -9.52016243616e-14, 62.751346424, 2.65967803337e-14, 36.6826805371, 1.97640515065e-13, 68.7819462841, -3.46667139439e-14, 96.9544671985, 5.67623205383e-14, 62.4718706439, -9.48789657951e-14, 122.728245998, -2.86238047154e-13, 178.638030789, 2.96845881209e-14, 36.0067379315, -4.07521238976e-14, 67.3103489479, -2.01269556577e-13, 94.6834225069, 2
141.02140477, 109.557214556, 117.143673223, 105.894680304, 89.4433668364, 70.0945591279, 55.3164030008, 55.0320398636, 61.2535287533, 104.0662399, 106.278732653, 124.891884858, 132.572845532, 138.647245522, 132.951850154, 130.842761117, 122.039099341, 102.946105715, 135.948740334, 60.2773549216, 57.4940748057, 56.3243629191, 71.7149773436, 89.1842952021, 105.728165795, 110.315082091, 101.234233899, 173.714017157, 104.012057597, 86.5297873363, 74.7747015279, 74.2770514126, 71.009065753, 61.7649835741, 70.1005794957, 88.410159615, 152.049920002, 125.058783859, 112.884824488, 113.947512112, 121.331710358, 118.856782663, 111.251021881, 112.243589538, 120.674693574, 173.715059965, 95.4000235491, 71.4008669279, 60.3588878782, 61.9792803172, 63.6611941317, 69.1743770862, 78.5791392008, 101.730691796, 166.685152455, 82.2127847533, 77.3589964201, 72.6077142969, 87.2287696852, 85.6379468907, 68.6307369132, 71.3738962393, 77.6248335629, 154.316149225, 117.306150726, 105.056978957, 109.300338119, 130.662752917, 128.804957953, 110.115959484, 103.586607487, 112.145227039, 171.052144032, 98.1123334356, 80.0374338734, 70.617897173, 73.8545250652, 66.9238328421, 69.4697367386, 79.0635983973, 95.9330018312, 9.32587340685e-15, 33.3683040317, -3.41893180433e-13, 64.60403578, -6.37823127647e-14, 93.1597394791, 3.41393580072e-14, 53.3062010074, 2.15008566506e-13, 100.559021366, -4.13002965161e-14, 142.335479703, 5.933580992e-14, 88.3212336237, -1.00118752264e-13, 173.485823992, -2.93731727309e-13, 252.497416448, 2.38489783477e-14, 50.0733620614, -4.63795668537e-14, 93.5642630499, -2.00922611882e-13, 131.647657728, 2
167.620133792, 105.281603203, 123.837835122, 114.234002354, 97.1195448722, 65.4264589423, 39.4998680082, 41.3602354488, 51.0333536488, 103.671281623, 119.370819636, 154.767572371, 168.32727986, 143.25447427, 109.727286165, 86.5285611835, 84.1202196474, 74.2155503643, 166.43916148, 67.6446823803, 70.4488769894, 74.5172072447, 76.3763346913, 77.8503542882, 77.1416697998, 94.540628133, 87.007258523, 178.45652656, 104.076304651, 103.619722618, 92.2981537223, 79.4213099339, 66.2725115578, 60.2189801915, 72.2899793687, 86.4690412442, 117.323387598, 118.228608251, 141.133049365, 150.074188705, 133.17838001, 109.528625058, 94.7955110651, 93.9918972998, 97.0317061825, 168.376109798, 84.2993936858, 90.3029543105, 85.9050410524, 78.3905211917, 68.771435602, 61.8241960978, 73.3848190059, 81.2413884024, 185.123566026, 79.530696436, 77.2014800058, 70.4538538555, 79.3400578371, 86.4030463954, 82.8911510715, 93.9234774147, 95.3178802798, 139.10878281, 112.071357621, 108.212551203, 109.479852978, 117.899836121, 126.164951334, 118.930745455, 112.186641887, 116.245396728, 183.407822466, 77.5497459403, 86.6387698171, 79.4553398238, 90.0302308637, 87.8126042561, 66.3438248324, 67.8906742256, 67.2715195971, -3.56659146661e-15, 31.9828633525, -2.70325428708e-13, 61.5012433101, -8.13515921294e-14, 88.3046941492, 2.06397399172e-14, 43.7657571657, 1.84269266512e-13, 82.6497239924, -2.69298472411e-14, 117.205876991, 5.14011576358e-14, 68.5843739918, -8.60587642815e-14, 134.514406409, -2.59723666185e-13, 195.6226507, 2.75161837759e-14, 41.2404653868, -3.80043219117e-14, 77.4393796664, -1.71043734731e-13, 109.430772267, 2
221.466137157, 101.912914158, 117.503966967, 77.7722988969, 72.3133991643, 60.6505943691, 39.2985806656, 66.6337916915, 59.9933493445, 160.398631221, 125.014127202, 117.544483018, 100.035992874, 94.6320614776, 93.5174959144, 97.9957258451, 122.122100676, 123.660582593, 185.187106866, 64.106617975, 56.6975091902, 45.5476908793, 56.5089464993, 67.5719620817, 84.1039543542, 121.377005958, 124.356857511, 226.816974737, 99.3690528118, 87.4025086983, 57.2501730852, 54.452168941, 48.9284411941, 42.5593093871, 72.9040911461, 98.0153701447, 147.356550628, 105.700828863, 93.4971137468, 93.5172394415, 100.03765469, 98.9206358634, 103.350958688, 119.695472109, 125.222042823, 194.134094549, 85.7329716349, 64.4340829199, 55.5162609101, 63.7802969947, 67.5611994054, 72.8684899489, 89.4367358214, 100.238521844, 194.452822901, 71.2838162087, 78.3429850238, 60.9559148541, 65.1541732548, 61.0058335683, 66.0537482705, 95.8933968932, 91.1749163056, 122.755136683, 82.7621217586, 107.782171228, 110.519883651, 108.43512194, 97.8570371174, 96.6202219681, 111.039667769, 99.8317557737, 180.590508312, 79.2182757227, 87.1339962331, 75.8259232545, 72.0905179564, 65.722912242, 58.5732436855, 83.5631014452, 82.8805910695, 2.08999484386e-14, 15.2026045226, -2.08333350571e-13, 29.3225548239, -4.98490138057e-14, 42.1882696197, 1.6972534489e-14, 23.5351228985, 1.31797350811e-13, 44.6904949774, -2.22877272194e-14, 63.6346721157, 3.73643715794e-14, 38.0381674057, -6.34548837086e-14, 74.6423074348, -1.84395901326e-13, 108.532461789, 1.53627111033e-14, 23.1245186966, -2.40224506953e-14, 43.9097297031, -1.2870260413e-13, 62.5231338485, 3
120.979233759, 70.4460786235, 76.7159210234, 70.2073411573, 61.9279913334, 53.1777770453, 38.6160528703, 35.2807811749, 38.3790629314, 114.581042883, 112.99051466, 124.943655624, 130.634064295, 132.692431049, 135.827972769, 124.301923269, 112.483284382, 94.1288278353, 143.031877411, 68.3482604819, 59.2784725928, 61.3886534333, 78.1891271949, 90.6429386428, 93.0421151276, 97.9680267042, 90.5665132266, 144.748891987, 72.2450997672, 60.8111525912, 50.277013314, 54.0061930889, 54.5229189799, 56.4657892369, 62.1344054695, 68.4432076519, 144.432048002, 129.307467847, 123.943525881, 118.818763958, 123.595702522, 127.381967214, 127.433689196, 123.296209252, 124.358144328, 153.615679456, 87.811000893, 84.1027994799, 74.6521143146, 76.1068507624, 77.5076598115, 74.8706175391, 79.023153105, 89.0151534023, 136.800970591, 54.8429960349, 58.1207101946, 46.9520265717, 57.1936389972, 68.7814851447, 71.5472795598, 81.3362274856, 72.0098600112, 129.770993233, 111.935677318, 120.292431793, 116.332758249, 123.412433022, 128.549152281, 125.47285934, 121.072631486, 117.634181891, 144.641988474, 80.3434869165, 91.2108990702, 85.0215796186, 85.1273899457, 81.0166607322, 65.5991180398, 62.290938608, 63.1753825796, 7.60502771868e-14, 35.3047301333, -3.64874797043e-13, 67.3135305836, -1.51212375954e-13, 96.2117654617, 1.30867539028e-14, 57.974508676, 1.99007477164e-13, 109.328435991, 7.75213226945e-14, 154.945371041, 6.60933981156e-14, 96.0110225379, -1.0945411244e-13, 188.351802105, -3.04412745011e-13, 273.945404826, 3.41393580072e-15, 56.9492573768, -8.80406858528e-14, 107.256973383, -1.80688797258e-13, 151.87768287, 2
187.694422621, 116.845692985, 127.783413674, 121.678592385, 98.2468273675, 70.8753435018, 48.0117485506, 49.2900375369, 62.5300963038, 122.122233641, 144.174606764, 165.573591934, 166.973781619, 144.357678077, 117.115879591, 94.3752156282, 92.4239445826, 99.3945350609, 194.525270944, 78.2927540466, 81.1854073081, 78.9693512968, 79.7566853721, 81.9068659215, 80.8842430837, 88.8891028776, 96.3447995717, 196.839841266, 133.152892568, 116.663987445, 95.1633633543, 81.6690351626, 69.6509465948, 69.1644056379, 85.7316696828, 115.838495474, 135.01337979, 134.390251218, 137.992224054, 130.900105949, 119.095226863, 106.299644382, 99.5837438267, 103.682870868, 115.70381984, 218.250445726, 110.281765458, 90.8123339319, 77.3670354531, 72.3110073889, 71.7119248665, 72.1482163615, 86.24940704, 109.886470555, 195.208225835, 127.847256387, 86.4282743286, 61.0603130259, 64.569354959, 74.808492539, 94.4487545679, 123.737846411, 145.612017663, 140.578182225, 128.998740405, 119.387686745, 108.220903359, 102.441455572, 109.461619806, 116.444400348, 122.758935971, 129.381199317, 207.312857981, 144.131717948, 124.893639577, 94.1666329682, 69.2959677568, 63.9436698787, 57.857980093, 69.6424905492, 103.186538961, 2.35367281221e-14, 21.4592486068, -1.90347737572e-13, 41.13873089, -4.40203429264e-14, 59.0564966678, 1.6750489884e-14, 31.1802632857, 1.28064225891e-13, 60.1254209175, -1.14352971536e-14, 86.7315995356, 3.57630591807e-14, 41.9992262237, -5.81550866491e-14, 81.9082979491, -1.79844745866e-13, 118.703925175, 1.36002320517e-14, 26.3951464105, -2.54518628395e-14, 50.3246170653, -1.21375132167e-13, 72.241559244, 2
