@RELATION gabor

@ATTRIBUTE a1 REAL
@ATTRIBUTE a2 REAL
@ATTRIBUTE a3 REAL
@ATTRIBUTE a4 REAL
@ATTRIBUTE a5 REAL
@ATTRIBUTE a6 REAL
@ATTRIBUTE a7 REAL
@ATTRIBUTE a8 REAL
@ATTRIBUTE a9 REAL
@ATTRIBUTE a10 REAL
@ATTRIBUTE a11 REAL
@ATTRIBUTE a12 REAL
@ATTRIBUTE a13 REAL
@ATTRIBUTE a14 REAL
@ATTRIBUTE a15 REAL
@ATTRIBUTE a16 REAL
@ATTRIBUTE a17 REAL
@ATTRIBUTE a18 REAL
@ATTRIBUTE a19 REAL
@ATTRIBUTE a20 REAL
@ATTRIBUTE a21 REAL
@ATTRIBUTE a22 REAL
@ATTRIBUTE a23 REAL
@ATTRIBUTE a24 REAL
@ATTRIBUTE class {1,2,3,4,5}

@DATA
2.53824739005e-14, 29.7349729752, -2.29094521131e-13, 56.7039993692, -5.03486141668e-14, 81.1116003246, 2.03101424567e-14, 44.8254616682, 1.53294044125e-13, 85.1744532523, -2.57294185957e-14, 121.528238019, 4.34820907579e-14, 72.7684400548, -7.00277509591e-14, 142.484181992, -2.11684619486e-13, 206.937878208, 1.89015469942e-14, 46.8897786725, -3.26821902874e-14, 89.2559939882, -1.53183021823e-13, 127.46002409, 3
2.92543766989e-14, 26.2128211309, -2.45803377652e-13, 50.5933361807, -7.80486786311e-14, 72.8733508238, 2.11081152557e-14, 30.0917424278, 1.4921397451e-13, 57.1971822599, -2.23432383706e-14, 81.7746473831, 4.3252077267e-14, 44.5313912022, -7.23737476199e-14, 86.7994927808, -2.15486537034e-13, 125.792013486, 2.08999484386e-14, 31.5828210992, -3.14470671725e-14, 60.294271127, -1.49380507963e-13, 86.3826167805, 2
1.87905246918e-14, 24.5582904154, -2.45525821896e-13, 47.0723275523, -5.13478148889e-14, 67.5230778251, 2.04281036531e-14, 28.4558157449, 1.68365321684e-13, 55.0216482894, -2.19824158876e-14, 79.6518206231, 4.76387050467e-14, 37.4758723876, -7.95485639166e-14, 72.8748142508, -2.36541038492e-13, 105.424874458, 2.11219930435e-14, 28.7029251281, -3.5457747849e-14, 55.5376406035, -1.60010893424e-13, 80.4181359444, 4
2.12607709216e-14, 32.8420643641, -1.88293824976e-13, 63.4697150822, -3.70814490225e-14, 91.4068118242, 1.51961776496e-14, 37.6312022114, 1.22513110767e-13, 71.9966576448, -1.57651669497e-14, 103.228763565, 3.52393353213e-14, 51.6154322222, -5.77130574234e-14, 100.81910412, -1.74218170272e-13, 146.249669458, 1.56402668594e-14, 34.8923595462, -2.5202062659e-14, 66.339597015, -1.17350573703e-13, 94.8073769912, 3
1.13242748512e-14, 23.2656039774, -2.0669577161e-13, 44.2538782015, -5.54972734435e-14, 63.2253212627, 1.82822507133e-14, 32.413379091, 1.36279876273e-13, 62.5202059473, -1.978278652e-14, 90.2312421925, 3.85395925243e-14, 39.1315770689, -6.47713219865e-14, 75.9419029046, -1.90307188411e-13, 109.743517255, 1.70766178975e-14, 25.6134665471, -2.85015067103e-14, 49.3671400216, -1.27425847651e-13, 71.4658111445, 3
1.386391002e-14, 24.6978122124, -2.40890640768e-13, 47.1505975362, -6.76125821997e-14, 67.5092867771, 1.72084568817e-14, 38.5120448728, 1.69864122768e-13, 73.5068943155, -1.97897254139e-14, 105.264397035, 4.66217234089e-14, 60.2722493862, -8.20011376509e-14, 117.681618992, -2.39734881252e-13, 170.599692564, 2.28636554134e-14, 39.2204281126, -2.93515212135e-14, 74.9306478164, -1.63064006742e-13, 107.351664168, 3
2.6936786135e-14, 31.1073857289, -2.87353474349e-13, 59.7279209077, -7.38298311376e-14, 85.7295487006, 2.411959521e-14, 49.4521870683, 1.86191340124e-13, 93.4705806051, -3.70536934469e-14, 132.591345363, 5.30003558402e-14, 80.1823660715, -8.85101453935e-14, 157.353926964, -2.59821244381e-13, 228.894965272, 2.44144982009e-14, 46.5169600769, -3.83720832886e-14, 87.2613208276, -1.82194537235e-13, 123.179666186, 4
4.67681449123e-14, 39.5231264684, -2.93320923106e-13, 75.113718457, -6.45039577307e-14, 107.216473462, 2.26207941267e-14, 61.3598628072, 2.08832950932e-13, 117.313825443, -1.82631687551e-14, 168.163506016, 5.5409236227e-14, 91.683362683, -9.36035103594e-14, 179.18712385, -2.75937042313e-13, 260.006406772, 1.60566004936e-14, 58.0643860496, -4.87665463567e-14, 110.711522273, -1.97897254139e-13, 158.53085885, 3
7.16232628761e-14, 42.8580864053, -3.51302320567e-13, 82.08190619, -1.22957199977e-13, 117.669098828, 1.6105172751e-14, 63.0367535355, 2.09221528991e-13, 118.762410288, 3.82471831983e-14, 168.161296337, 6.41685055786e-14, 100.510590307, -1.06228394137e-13, 196.900218021, -2.97708038777e-13, 286.148483377, 9.85322934355e-15, 59.6217973322, -7.08322289711e-14, 111.745295693, -1.8846035843e-13, 157.752351238, 3
3.68732822054e-14, 41.0020895365, -3.03451708206e-13, 78.4201916723, -3.47499806708e-14, 112.38438251, 2.34950947586e-14, 58.8375818017, 2.12566075852e-13, 111.110052901, -7.61612994893e-14, 157.748530677, 5.07528047367e-14, 92.8950310857, -8.66173452407e-14, 181.546316051, -2.39754396891e-13, 263.466420189, 2.36477504245e-14, 57.7656680682, -1.58345558887e-14, 108.75443195, -1.86073378927e-13, 154.130242828, 3
1.55526633239e-14, 22.0366467593, -1.85566839672e-13, 42.7772362402, -4.34131897098e-14, 61.8082014699, 1.4790686037e-14, 26.355608372, 1.0956860419e-13, 50.0407113271, -1.66065078355e-14, 71.3209617146, 3.1548114815e-14, 41.8211174517, -5.50890713255e-14, 82.0602264911, -1.62116414043e-13, 119.30835891, 1.56784307759e-14, 27.9584579145, -2.16311343837e-14, 53.438886482, -1.09542583338e-13, 76.4507241321, 2
7.4520251081e-14, 40.9192810045, -3.11979608814e-13, 77.5445602614, -1.31290811556e-13, 110.621132967, 1.04100755793e-14, 62.82645758, 1.63934837927e-13, 118.801876282, 7.39512617809e-14, 169.128569145, 5.71541512034e-14, 97.2644016629, -9.51090334961e-14, 189.294671047, -2.63087295005e-13, 274.085541746, 4.23272528138e-16, 62.1097323504, -8.1958745346e-14, 117.406121588, -1.58009022533e-13, 167.069445991, 2
3.14748227481e-14, 29.6634808678, -2.00062189037e-13, 56.6003643206, -4.62963001269e-14, 80.9019183181, 1.6389667401e-14, 36.814518807, 1.26010313295e-13, 71.6402666116, -2.18713935851e-14, 104.077991012, 3.67380821945e-14, 45.9081673492, -6.16096800313e-14, 89.5068953992, -1.81042355586e-13, 129.693171379, 1.63619118254e-14, 33.6412204416, -2.47163400857e-14, 65.1166761419, -1.25927046568e-13, 94.4571313511, 2
9.08162434143e-14, 40.5319261081, -3.76643161104e-13, 78.0350335138, -1.45439216226e-13, 112.187499753, 1.50157664081e-14, 55.456339848, 2.03032035628e-13, 104.703372465, 8.53206394424e-14, 148.51908166, 6.73530241996e-14, 87.766003876, -1.1635104772e-13, 171.92843532, -3.16843339759e-13, 249.822796272, 4.71844785466e-16, 54.1257901233, -9.15101328047e-14, 102.061218773, -1.88737914186e-13, 144.697572979, 3
2.00256478067e-14, 22.9403652841, -1.9149959396e-13, 44.2132072533, -5.44841949335e-14, 63.6286879194, 1.69551872542e-14, 32.8480896865, 1.30985500224e-13, 62.7167820105, -1.46341272433e-14, 89.7853865676, 3.69319104378e-14, 52.1553084404, -6.11056344413e-14, 102.081803358, -1.77918227026e-13, 148.208141699, 1.37806432932e-14, 33.9631325256, -2.77729228504e-14, 64.8133363037, -1.17579557202e-13, 92.7394779903, 3
2.37032615757e-14, 29.7523842953, -2.0466961459e-13, 57.6995430486, -5.1125770284e-14, 83.2538016442, 1.82909243307e-14, 29.5273835128, 1.33268396318e-13, 56.5693278282, -2.21211937657e-14, 81.1821872389, 3.75005473723e-14, 36.9842258497, -6.33599075983e-14, 72.1330704519, -1.85222280222e-13, 104.547505226, 1.66394675816e-14, 27.6518621713, -2.70339306496e-14, 52.8939177005, -1.27176047471e-13, 75.8846225748, 5
2.88657986403e-14, 22.9199662072, -2.46871967313e-13, 43.6348517158, -1.37667655054e-14, 62.395852378, 2.19685380998e-14, 38.3203730127, 1.67685310082e-13, 72.414830365, -3.6901037781e-14, 103.023957273, 4.69205837378e-14, 62.5555870279, -7.67964251219e-14, 121.949848314, -2.28781403544e-13, 176.708141506, 2.01713645787e-14, 39.5168674613, -3.41948691585e-14, 74.825964906, -1.57242274756e-13, 106.558807519, 3
4.01276234463e-14, 36.7492620624, -2.91378032813e-13, 70.6063254537, -1.69170233377e-14, 101.409872003, 2.17985351991e-14, 56.1211050783, 1.88543625157e-13, 105.924372628, -3.86218834691e-14, 150.19223598, 5.1623852762e-14, 91.5450497911, -8.90854230662e-14, 179.397899416, -2.6713223647e-13, 260.743930128, 2.11185235965e-14, 54.8295600356, -3.69426711444e-14, 103.16498362, -1.86704818272e-13, 146.006796491, 3
2.94209101526e-14, 34.0982885122, -2.51076937019e-13, 65.5415175261, -9.34807786734e-14, 94.1636595876, 2.2454260673e-14, 47.4647330962, 1.56957780106e-13, 90.2535575358, -2.83106871279e-14, 128.842528298, 4.55195776905e-14, 74.8705715771, -7.72118913944e-14, 146.418291546, -2.32634658065e-13, 212.484750366, 2.43693953905e-14, 48.9445809618, -3.35009797681e-14, 93.2923734581, -1.65450986245e-13, 133.340189186, 3
2.68118860447e-14, 32.3401383446, -2.00783834003e-13, 61.8174077944, -5.14033260401e-14, 88.5291568861, 1.59733337668e-14, 43.2940057593, 1.27092780744e-13, 82.5098786, -2.29538610341e-14, 118.085411451, 3.68853439545e-14, 62.7470921081, -6.05082390442e-14, 122.377296971, -1.85344361386e-13, 177.364643476, 1.64451785523e-14, 41.5552049914, -2.57016630201e-14, 79.2979265794, -1.29452004671e-13, 113.610794533, 3
3.4444669339e-14, 23.0929139902, -1.81632486829e-13, 44.6086566474, -3.28626015289e-14, 64.2813080305, 1.62231339473e-14, 25.2462386438, 1.14866449685e-13, 48.4062336868, -2.14273043753e-14, 69.5915076121, 3.35846801758e-14, 34.8930134322, -5.73730516221e-14, 67.885939937, -1.63989481716e-13, 98.2473413653, 1.34475763858e-14, 25.581932668, -2.21905827047e-14, 48.8101495279, -1.10828013433e-13, 69.9569707373, 3
-2.49800180541e-14, 30.6205287347, -2.23487894857e-13, 58.5346677985, -3.44169137634e-15, 83.8498704937, 1.51545442861e-14, 44.8041081609, 1.63480340376e-13, 85.3208912069, 4.77395900589e-15, 122.035613513, 3.62092625848e-14, 71.378710028, -6.90301765402e-14, 139.522847625, -2.1691676233e-13, 202.466169101, 1.70696790036e-14, 46.8777761796, -2.37865283026e-14, 89.3178003793, -1.4427348205e-13, 127.743277781, 3
5.04180031058e-14, 37.4766207943, -2.90489854393e-13, 72.1562612297, -5.63715740753e-14, 103.737993983, 2.10005624002e-14, 54.7394710638, 2.00464644884e-13, 103.642009479, -2.36755060001e-14, 147.382958852, 5.52515932312e-14, 87.4838455544, -9.49258033289e-14, 171.310172013, -2.77268659421e-13, 248.844244415, 2.30995778061e-14, 53.9665664583, -4.09047795635e-14, 102.10418951, -1.94913529761e-13, 145.142433993, 2
2.33077446232e-14, 20.8744118162, -1.46778422749e-13, 40.5218920985, -3.1918911958e-14, 58.5532339433, 1.26860327798e-14, 22.8205829978, 8.71490379861e-14, 44.0197400088, -1.50435219837e-14, 63.5936102598, 2.59029993635e-14, 31.6298223028, -4.42922608312e-14, 61.6156671235, -1.29039357324e-13, 89.1911116823, 1.19713267077e-14, 24.3639581689, -1.80619408319e-14, 47.2309910852, -8.71178129636e-14, 68.387331293, 3
4.79997985803e-14, 45.5833444858, -3.41546235738e-13, 88.0409400232, -7.17204073908e-14, 126.854921766, 2.56218657402e-14, 49.922734944, 2.22290935659e-13, 94.5858007169, -2.43902120722e-14, 134.609958794, 6.30085176742e-14, 71.361765994, -1.05481161999e-13, 139.673647843, -3.11456589686e-13, 202.927389692, 2.32539681955e-14, 47.2633739798, -4.95783969434e-14, 89.1854757993, -2.14647744023e-13, 126.596465435, 5
2.29052887768e-14, 22.8218936735, -1.8643420141e-13, 43.7420691695, 4.66016114586e-14, 62.7460262095, 1.32047150991e-14, 29.2737325125, 1.22742094266e-13, 56.3276114978, -3.08503222968e-14, 81.1406792932, 3.1619997419e-14, 39.6753663249, -5.135334432e-14, 77.4964784189, -1.58812850024e-13, 112.390513406, 5.70030134206e-15, 26.7571214638, -2.66384136971e-14, 51.3715533645, -1.08198172644e-13, 73.9845493077, 3
2.99274494076e-14, 24.0877564669, -2.23293605828e-13, 45.9518758385, -8.86513085163e-14, 65.7517677046, 2.20795604022e-14, 35.5676587309, 1.68226543806e-13, 67.3754733173, -1.84990911478e-14, 95.8562665753, 4.71771059718e-14, 57.7210376332, -7.41156268302e-14, 113.124983176, -2.23595447713e-13, 164.377453896, 1.93733917797e-14, 36.5387134137, -3.74353326116e-14, 69.3576608912, -1.504768532e-13, 98.8088746598, 3
2.10387263166e-14, 26.3489566287, -2.19380069666e-13, 50.6822045728, -4.27435864481e-14, 72.836631303, 1.65839564303e-14, 28.8426340346, 1.4629963907e-13, 55.318764171, -2.75335310107e-14, 79.633872306, 4.05086662998e-14, 39.5596756684, -6.89155763706e-14, 76.9932139633, -2.04064521357e-13, 111.447828488, 1.86517468137e-14, 29.8990512628, -2.96984659087e-14, 57.4234428682, -1.42719169816e-13, 82.6835484886, 3
1.37355404828e-14, 32.3879840877, -2.43007003409e-13, 62.7079092015, -6.36435348866e-14, 90.4534844021, 2.20656826144e-14, 47.3421464032, 1.75366665633e-13, 89.705536761, -2.95249935611e-14, 127.614799144, 4.75502883596e-14, 75.1541746998, -7.74513916543e-14, 147.173237387, -2.33816872114e-13, 213.800959416, 1.96058447255e-14, 45.8285024659, -3.83061637965e-14, 86.6641569134, -1.5826229216e-13, 123.152845724, 3
6.72240041411e-14, 37.4472277987, -3.29944405131e-13, 71.4361467149, -1.3138795607e-13, 102.177550342, 1.38118683157e-14, 58.7852020893, 1.84212020637e-13, 111.218254829, 5.49213452494e-14, 158.026536554, 5.99962787784e-14, 94.2721833609, -9.93159547658e-14, 184.722048783, -2.75912973025e-13, 268.453359739, 7.07420233503e-15, 56.780845346, -7.4450862142e-14, 107.102438665, -1.68379199472e-13, 151.935167019, 2
2.03032035628e-14, 22.3353118591, -2.05058192648e-13, 42.9331899165, -5.34572386357e-14, 61.7014824789, 1.81729631343e-14, 29.6659861444, 1.36363143e-13, 57.1096309634, -1.97342142627e-14, 82.2542057897, 3.91639303453e-14, 42.8675278353, -6.46240331213e-14, 84.00789951, -1.91059407878e-13, 122.050339626, 1.60704782814e-14, 28.3886083548, -2.83245649157e-14, 54.4673165363, -1.26815224988e-13, 78.3112267016, 2
2.48898124333e-14, 25.1541144229, -2.46178077923e-13, 48.2383597454, -6.20337115009e-14, 69.2365710331, 2.23501772645e-14, 37.8894129587, 1.66387736922e-13, 71.5797957205, -3.15719672628e-14, 101.566893898, 4.7411781532e-14, 61.0461545363, -7.94158575707e-14, 119.630848445, -2.40463898793e-13, 173.849664348, 2.36234642959e-14, 36.6955470403, -3.42642580975e-14, 69.1142472596, -1.68462466199e-13, 97.8877672998, 3
2.83731371731e-14, 27.67837241, -2.1010970741e-13, 53.4025844678, -4.40758540776e-14, 76.8838236376, 1.68788594213e-14, 38.3462562358, 1.3303941282e-13, 71.9459169127, -2.71449529521e-14, 101.610482454, 3.89108775582e-14, 64.4521651737, -6.24543819439e-14, 126.172478424, -1.89530140714e-13, 183.28746559, 1.68198788231e-14, 40.2548522321, -2.79845591145e-14, 75.7471904144, -1.30867539028e-13, 107.177831525, 2
2.60555466092e-14, 31.7329976063, -1.90514271026e-13, 60.7129768879, -3.65540930858e-14, 87.0269859735, 1.49533163629e-14, 40.8006568655, 1.26745836049e-13, 78.5465292328, -9.14546216535e-15, 113.321200386, 3.64308735089e-14, 57.7426112792, -5.97228972006e-14, 112.252545275, -1.7659756036e-13, 162.292265624, 1.28924648735e-14, 42.2355474912, -2.40051034606e-14, 81.4789875888, -1.21194720926e-13, 117.629403255, 3
3.02258218454e-14, 33.0421241639, -2.13384865333e-13, 63.1462763827, -6.71129818386e-14, 90.421498435, 1.77011183489e-14, 49.5980512898, 1.34239841465e-13, 93.8984536879, -2.47024622979e-14, 133.523335722, 3.90056910382e-14, 79.6908158345, -6.64318860338e-14, 156.156083117, -1.94549888352e-13, 226.935161578, 1.93248195224e-14, 49.0161096111, -2.8810287489e-14, 92.6480133053, -1.41248124308e-13, 131.609337118, 2
2.49522624785e-14, 33.807466336, -2.09714190458e-13, 64.8279445071, -4.48530101949e-14, 92.9396988352, 1.74790737439e-14, 31.8082455776, 1.3085366124e-13, 61.2966867368, -2.26069163389e-14, 88.4864563251, 3.77106657533e-14, 35.2622095789, -6.36875534948e-14, 67.9595985584, -1.89493819941e-13, 97.8221680386, 1.7333356972e-14, 31.5009813127, -2.71137279295e-14, 60.3915799265, -1.30093852357e-13, 86.9374559666, 2
2.54102294761e-14, 29.4006427867, -2.21545004564e-13, 56.5216502853, -5.4733995114e-14, 81.1965111018, 1.90264470845e-14, 33.2025437384, 1.38097866476e-13, 64.317164472, -2.5493496203e-14, 93.1996710313, 3.97712732973e-14, 40.6628958563, -6.65558103422e-14, 78.7527331433, -1.9934466404e-13, 113.701903472, 1.88321580552e-14, 31.0428578805, -2.90045765183e-14, 59.6953359206, -1.37903577446e-13, 86.2225786569, 2
1.88182802674e-14, 24.6071879031, -2.209343819e-13, 47.5802176188, -5.71764857682e-14, 68.5679162498, 1.9137469387e-14, 26.4833079989, 1.40401579252e-13, 50.4901205821, -2.4188984149e-14, 72.2804266292, 4.00872911255e-14, 38.9730746934, -6.71550488829e-14, 76.0735578385, -1.98568592125e-13, 110.286391748, 1.89154247821e-14, 28.6804303857, -2.95874436063e-14, 54.9553708161, -1.36557432029e-13, 78.8526224198, 2
2.1663226768e-14, 17.7433015063, -2.04058991926e-13, 33.8410864579, -4.54358772828e-14, 48.4371657223, 1.56784307759e-14, 28.0949512664, 1.28150962064e-13, 53.0249867878, -2.2454260673e-14, 75.2454839943, 3.68667769923e-14, 46.5703702465, -6.20259052453e-14, 91.1976585348, -1.80368740776e-13, 132.505117733, 1.38535016792e-14, 28.5308181784, -2.47094011918e-14, 53.7820864261, -1.24487226083e-13, 76.2543866954, 2
2.49522624785e-14, 27.8217377129, -2.20184981359e-13, 53.7130267655, -5.94524429687e-14, 77.3918746813, 1.8561541193e-14, 35.1971941438, 1.34656175099e-13, 67.8390905593, -2.21767049169e-14, 97.8860638418, 3.94429497744e-14, 47.8498052644, -6.59262141406e-14, 93.128372272, -1.9718384911e-13, 134.792138114, 1.82076576039e-14, 32.9287331879, -2.87547763378e-14, 63.0676423322, -1.3673784327e-13, 90.7307228183, 2
3.17385007165e-14, 21.4871547281, -1.64424029947e-13, 41.3083315474, -3.07531777821e-14, 59.3548201878, 1.46774953302e-14, 24.1070251763, 1.01699898503e-13, 46.4796646169, -1.90888971296e-14, 67.072768849, 3.00879655392e-14, 31.1019724418, -5.12315071009e-14, 60.6099317816, -1.49188604179e-13, 87.753254774, 1.26964411207e-14, 23.0349655271, -2.00325867006e-14, 44.3437311431, -1.01911534767e-13, 63.9684893256, 3
3.23352455922e-14, 24.8557607777, -2.01810790301e-13, 48.0955613477, -3.49581474879e-14, 69.3590177736, 1.56923085637e-14, 44.4064250069, 1.25083970959e-13, 82.6383368413, -2.36338726367e-14, 115.634217528, 3.56543137028e-14, 78.295486475, -6.11267763836e-14, 153.856669425, -1.80316373811e-13, 223.954594967, 1.60132324067e-14, 42.6911744582, -2.34257058196e-14, 79.2439218557, -1.27037269593e-13, 110.665307122, 1
3.06837888431e-14, 24.5657520978, -2.04239403168e-13, 46.9333378832, -4.47419878924e-14, 67.2044640208, 1.78121406513e-14, 40.2310189949, 1.30506716545e-13, 76.3925307477, -2.86021206719e-14, 108.77986661, 3.84960075969e-14, 62.5178381009, -6.26380457919e-14, 122.520708376, -1.88979582851e-13, 178.064873465, 1.75415237891e-14, 36.252858985, -2.643024688e-14, 68.1892029798, -1.37917455234e-13, 96.5676174104, 2
3.96627175547e-14, 27.9826946187, -2.52381449073e-13, 53.4066284397, -5.37070388162e-14, 76.4050061097, 2.20379270388e-14, 37.5146606469, 1.62425628503e-13, 71.5663710671, -3.32234240119e-14, 102.505459931, 4.70035794141e-14, 55.1204802344, -7.78793804619e-14, 107.504049433, -2.33507657654e-13, 155.81363612, 2.21211937657e-14, 37.182035833, -3.24601456825e-14, 71.0094105835, -1.69614322587e-13, 101.755840175, 2
2.53130849615e-14, 29.0936160839, -1.76636483218e-13, 56.3573111825, -2.08166817117e-14, 81.343243089, 1.47104550763e-14, 27.274030472, 1.25011112573e-13, 52.3498733138, -1.84297022088e-14, 75.3956992893, 3.48392918247e-14, 35.4178213783, -5.63151413523e-14, 68.8665608992, -1.68929432075e-13, 99.5960858932, 1.37320710358e-14, 29.4816306358, -2.40779618466e-14, 56.8988114951, -1.21846976953e-13, 82.1292681104, 3
3.21132009873e-14, 20.7177437458, -2.40391040407e-13, 39.6102533609, -3.79141162909e-14, 56.76880723, 1.7763568394e-14, 32.8582525846, 1.53502210942e-13, 62.1754100735, -2.36755060001e-14, 88.3319944028, 4.29660105238e-14, 52.8690999391, -7.26016469166e-14, 103.684784994, -2.13438641761e-13, 150.764242531, 1.80098991276e-14, 31.4252477202, -3.0905833448e-14, 59.1942016425, -1.5250301022e-13, 83.8638153561, 2
2.47787901309e-14, 19.1379531213, -1.71515579517e-13, 36.9000915269, -3.10584891139e-14, 53.1023105998, 1.11785580792e-14, 27.5662907231, 1.07865105736e-13, 52.4834799776, -2.04211647592e-14, 74.8831321425, 3.20640053137e-14, 42.4549005037, -5.38272226271e-14, 83.2578446332, -1.57291172274e-13, 121.015360651, 1.18134668714e-14, 25.8709848058, -2.2239154962e-14, 49.0350515664, -1.10120246255e-13, 69.7869649554, 2
3.58740814832e-15, 20.9034900104, -2.07639461181e-13, 40.4695921548, -4.77395900589e-14, 58.3891507743, 1.52933221642e-14, 27.8806369387, 1.23595578216e-13, 52.5358574424, -2.31065167e-14, 74.3834044067, 3.48679418671e-14, 45.8793032156, -5.84378465757e-14, 89.9383180983, -1.71132205629e-13, 130.724799057, 1.6389667401e-14, 28.6053125169, -2.38767339233e-14, 53.9408086624, -1.17003629008e-13, 76.4094471882, 2
4.96547247764e-14, 24.2335161003, -3.45723449868e-13, 46.2317715147, -5.62050406216e-14, 66.1178492743, 2.41820452551e-14, 42.5904772656, 2.1197626987e-13, 80.2672307532, -4.23827639651e-14, 113.711418055, 6.01868815203e-14, 70.8958359388, -1.04203104478e-13, 138.877224838, -2.99262784692e-13, 201.84141732, 2.02268757299e-14, 41.554429187, -4.92383911421e-14, 78.0033489397, -2.03295713597e-13, 110.232900603, 5
5.72736302829e-14, 39.6624865545, -3.25989235606e-13, 77.1110851845, -2.59514632006e-14, 111.443458657, 2.24160967566e-14, 50.950837057, 2.22821761042e-13, 95.5805389037, -3.8920255907e-14, 134.775835047, 6.32471505724e-14, 84.695129215, -1.11475932651e-13, 166.289181692, -3.22946530629e-13, 241.988509078, 2.4553276079e-14, 51.5038645034, -4.4554637757e-14, 96.6624951785, -2.21933582623e-13, 136.345955293, 4
7.827766213e-14, 33.4121694062, -3.57019969144e-13, 63.9718619344, -1.55014889813e-13, 91.7100260005, 1.22957199977e-14, 60.0092962386, 1.89341597956e-13, 112.964520964, 9.31685284478e-14, 159.711784812, 6.53726205113e-14, 102.424150845, -1.08431492951e-13, 201.111092499, -3.00401196973e-13, 292.57043697, -1.56125112838e-16, 58.7873551985, -9.52155021494e-14, 110.260300067, -1.78426717845e-13, 155.505976317, 3
7.51204654037e-14, 37.6069548824, -3.62349039662e-13, 72.7682655002, -1.10800257858e-13, 104.96896416, 1.53904666789e-14, 57.8378307895, 2.12080353279e-13, 108.078318746, 4.79616346638e-14, 151.949594811, 6.72077411085e-14, 97.6844884137, -1.124881438e-13, 191.608866679, -3.16182843796e-13, 278.663364935, 7.83401121751e-15, 56.2827012297, -7.62168106405e-14, 105.270610755, -2.00006677886e-13, 148.105984716, 5
1.61815005839e-14, 21.3197855947, -1.9162449405e-13, 41.072156523, -4.49640324973e-14, 59.0991643391, 1.5959455979e-14, 28.8498402965, 1.3547496458e-13, 54.8251740821, -1.68753899743e-14, 78.1457675585, 3.65300237976e-14, 44.8575785375, -6.109500926e-14, 87.9920830755, -1.80677738396e-13, 127.940811539, 1.73056013963e-14, 27.8776561572, -2.63955524105e-14, 52.7640676793, -1.19682042055e-13, 75.0362290937, 2
8.4487972174e-14, 28.2782932774, -4.07063271979e-13, 54.2934895334, -1.47687417851e-13, 77.9124292523, 1.87835857979e-14, 47.8051828274, 2.35610142507e-13, 88.8746253269, 6.95277169172e-14, 124.48073541, 7.41360098311e-14, 87.2720920762, -1.24459904188e-13, 171.426906686, -3.47375773979e-13, 249.531412393, 7.24420523568e-15, 51.1327394468, -9.03790930984e-14, 95.7022696999, -2.11983208764e-13, 134.657675908, 2
1.41570782874e-14, 33.6971860793, -1.83283943578e-13, 65.3369642865, -3.92741394961e-14, 94.2800959636, 1.53817930615e-14, 34.6143688259, 1.25149890451e-13, 67.0478464991, -2.26173246798e-14, 97.2237480289, 3.50869371534e-14, 46.6278412808, -5.84941979836e-14, 90.6299818627, -1.74817679863e-13, 131.027208795, 1.45335132817e-14, 38.5505862515, -2.62324884037e-14, 74.9544750969, -1.23109855643e-13, 108.748365866, 5
6.5641936331e-15, 25.2967166438, -2.3714363806e-13, 48.8156111406, -6.93889390391e-14, 70.2864297242, 2.0941581802e-14, 27.085249417, 1.37861944083e-13, 52.1105855783, -2.92543766989e-14, 75.1200067497, 4.16292434552e-14, 35.9273041521, -6.8180162037e-14, 70.0496944723, -2.02659937443e-13, 101.495442827, 1.97272753688e-14, 27.0071166559, -2.54657406273e-14, 51.9389079309, -1.3838930002e-13, 74.8617998991, 2
2.19962936754e-14, 18.7698300428, -2.0086710073e-13, 36.2368293951, -5.8925087032e-14, 52.168830575, 1.43461631463e-14, 26.5188984231, 1.25885413205e-13, 50.5378617644, -2.27318164292e-14, 72.1588347478, 3.48207248625e-14, 40.0380852138, -5.94004012644e-14, 78.4333135385, -1.71425373896e-13, 113.966670472, 1.37286015889e-14, 24.1715685503, -2.41126563161e-14, 45.562876197, -1.18835496998e-13, 64.6387466413, 2
1.95329863395e-14, 21.2119315232, -2.47579734491e-13, 41.1769168413, -8.92064200286e-14, 59.5000600377, 2.00117700189e-14, 25.284304551, 1.59039448278e-13, 47.9402262902, -2.66175970154e-14, 68.2147046831, 4.39653467712e-14, 38.6834826529, -7.43823405647e-14, 75.8530474446, -2.10412633497e-13, 110.266369459, 1.56125112838e-14, 24.9351611669, -2.93098878501e-14, 47.2958260037, -1.4978296381e-13, 67.3239443204, 2
9.47714129396e-14, 36.0867799294, -4.12114786741e-13, 69.1394356472, -1.43218770177e-13, 99.0702625947, 1.69170233377e-14, 58.2509564994, 2.43888242935e-13, 110.216625048, 7.01244617929e-14, 156.574838955, 7.66546114778e-14, 95.8575832918, -1.28295811475e-13, 187.940134277, -3.59151944296e-13, 273.205130345, 6.06459327201e-15, 57.9589342345, -9.45632461224e-14, 109.518950968, -2.23029927859e-13, 155.465547483, 2
5.15837372816e-14, 38.3412632109, -3.01175751005e-13, 74.0620254445, -4.24937862675e-14, 106.651858576, 2.15313877838e-14, 54.1640147097, 1.99895655584e-13, 101.952499527, -4.62963001269e-14, 144.221532326, 5.63615994154e-14, 89.460192013, -9.73821717709e-14, 175.558251589, -2.83715759219e-13, 255.39937625, 2.06362704702e-14, 53.9730671065, -4.04606903537e-14, 101.522066359, -1.96342941905e-13, 143.539246432, 4
